,Customer_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status
15161,1002253,F,51-55,0,C,4,0
15162,1002254,M,36-45,5,C,3,0
15164,1002255,F,36-45,6,B,1,1
15171,1002256,F,46-50,15,C,1,0
15174,1002257,F,18-25,4,B,2,0
15176,1002258,F,18-25,4,B,4,0
15187,1002259,F,55+,16,C,1,1
15191,1002260,F,26-35,20,C,1,0
15194,1002261,M,26-35,5,C,1,0
15202,1002262,M,46-50,17,C,1,1
15205,1002263,M,26-35,6,C,2,1
15210,1002264,F,46-50,7,C,1,0
15223,1002265,M,55+,13,C,1,1
15236,1002266,F,51-55,2,C,1,1
15239,1002267,F,55+,13,C,1,1
15243,1002268,F,36-45,1,C,4,0
15244,1002270,M,18-25,1,C,3,1
15250,1002271,M,51-55,14,A,1,0
15267,1002272,M,26-35,0,C,1,0
15272,1002273,M,26-35,6,C,4,0
15279,1002274,M,18-25,2,B,3,0
15281,1002275,M,55+,7,C,3,1
15285,1002276,M,55+,13,C,1,1
15289,1002278,M,51-55,17,B,4,1
15291,1002279,M,51-55,7,B,2,1
15301,1002280,M,55+,6,B,2,1
15306,1002281,M,46-50,11,A,4,0
15309,1002283,M,36-45,18,C,2,1
15313,1002284,M,26-35,20,B,1,1
15315,1002285,F,0-17,10,B,3,0
15317,1002286,M,36-45,17,C,3,0
15320,1002287,M,55+,0,C,1,1
15321,1002288,M,0-17,10,B,2,0
15343,1002289,F,51-55,1,C,1,1
15345,1002291,M,46-50,1,C,2,1
15346,1002292,M,51-55,15,C,2,1
15347,1002293,F,55+,3,B,1,1
15360,1002294,M,55+,13,B,3,0
15364,1002296,F,26-35,6,C,3,1
15365,1002297,M,55+,13,C,4,1
15367,1002298,M,36-45,17,C,4,0
15371,1002299,F,18-25,10,B,4,0
15378,1002300,M,55+,13,B,3,1
15381,1002302,M,51-55,12,A,1,1
15390,1002303,M,51-55,17,B,4,1
15403,1002304,M,46-50,12,B,2,1
15442,1002305,M,51-55,20,A,1,1
15446,1002306,F,18-25,4,A,2,0
15449,1002307,M,26-35,17,A,1,1
15453,1002308,F,46-50,16,A,3,1
15456,1002309,F,46-50,0,C,2,1
15461,1002310,M,46-50,12,B,3,1
15465,1002311,F,26-35,4,B,2,1
15466,1002313,F,51-55,6,C,4,1
15468,1002314,F,26-35,1,A,4,0
15470,1002316,M,36-45,0,B,0,0
15475,1002318,M,55+,7,C,0,1
15476,1002319,M,36-45,7,A,1,0
15477,1002320,F,51-55,1,C,1,1
15481,1002321,M,26-35,7,B,4,1
15486,1002322,F,55+,13,A,2,1
15487,1002323,M,36-45,3,B,1,1
15502,1002324,M,36-45,17,C,3,0
15505,1002325,F,18-25,4,C,1,0
15508,1002327,M,18-25,10,C,2,0
15509,1002329,F,55+,15,C,1,1
15510,1002330,M,46-50,7,A,1,1
15514,1002331,M,55+,1,A,1,1
15515,1002332,M,55+,14,B,2,0
15516,1002334,F,55+,7,B,1,1
15524,1002335,M,51-55,17,A,3,0
15529,1002336,M,36-45,18,C,1,1
15530,1002338,M,46-50,17,C,4,1
15535,1002339,F,55+,3,C,4,1
15539,1002340,M,36-45,2,A,2,0
15553,1002341,M,55+,1,A,4,0
15556,1002342,M,36-45,3,C,1,0
15558,1002343,F,46-50,1,C,2,1
15559,1002344,M,26-35,12,A,1,0
15562,1002346,F,0-17,10,A,1,0
15567,1002347,M,36-45,1,C,1,0
15568,1002348,M,51-55,12,C,4,1
15577,1002349,M,26-35,8,C,4,0
15582,1002350,M,18-25,4,C,1,1
15586,1002351,F,26-35,0,B,4,0
15589,1002352,M,51-55,13,B,1,1
15594,1002353,F,36-45,9,C,3,1
15604,1002354,M,36-45,11,B,3,1
15608,1002355,F,46-50,9,C,2,1
15611,1002357,F,36-45,14,C,4,0
15612,1002359,M,55+,13,C,1,1
15614,1002361,M,55+,7,B,1,1
15616,1002362,M,26-35,14,A,1,0
15620,1002364,F,55+,9,C,0,1
15621,1002365,M,51-55,7,C,1,1
15623,1002366,F,46-50,16,C,1,1
15626,1002367,F,26-35,9,B,1,0
15629,1002368,F,55+,13,C,1,0
15638,1002369,M,36-45,14,B,1,1
15640,1002370,M,51-55,1,C,2,0
15642,1002371,F,36-45,7,C,2,0
15643,1002372,F,46-50,7,C,1,1
15648,1002374,M,26-35,14,B,2,0
15652,1002376,M,26-35,1,A,3,0
15674,1002378,M,26-35,3,C,1,1
15685,1002379,M,18-25,18,C,1,0
15686,1002380,M,26-35,4,A,0,1
15702,1002381,F,36-45,9,B,2,0
15703,1002382,M,51-55,13,B,1,0
15705,1002383,F,26-35,14,B,3,0
15722,1002386,F,26-35,0,B,3,0
15724,1002387,M,26-35,17,C,4,0
15726,1002389,M,26-35,16,A,0,1
15736,1002390,F,26-35,6,C,1,0
15739,1002391,M,51-55,18,C,4,0
15741,1002392,F,55+,3,B,1,1
15742,1002393,M,55+,13,C,1,1
15747,1002394,M,36-45,6,B,2,1
15754,1002395,M,36-45,7,C,1,0
15762,1002396,F,18-25,0,C,1,0
15763,1002397,F,36-45,11,B,3,0
15764,1002398,M,26-35,0,B,1,0
15765,1002399,M,36-45,17,C,4,0
15766,1002401,M,26-35,4,C,3,1
15770,1002402,M,46-50,17,B,4,0
15788,1002404,M,18-25,7,C,1,0
15793,1002405,M,51-55,8,C,1,1
15794,1002406,F,55+,12,C,1,1
15796,1002407,M,36-45,16,C,1,0
15804,1002408,F,46-50,1,C,2,1
15806,1002409,F,36-45,9,B,3,1
15810,1002410,M,55+,7,C,1,1
15816,1002411,F,36-45,14,B,1,0
15828,1002414,M,26-35,1,C,4,1
15837,1002415,M,26-35,7,C,2,1
15840,1002416,M,46-50,7,C,3,1
15842,1002418,F,0-17,10,B,1,0
15848,1002419,M,26-35,0,B,3,1
15875,1002420,M,51-55,7,C,2,1
15879,1002421,M,36-45,7,C,2,1
15881,1002423,F,46-50,9,C,2,1
15885,1002424,M,26-35,17,C,3,0
15890,1002425,F,36-45,14,B,2,1
15893,1002426,M,55+,0,C,1,1
15894,1002427,F,26-35,14,C,3,0
15896,1002428,M,46-50,17,B,1,0
15898,1002429,M,26-35,2,A,2,1
15901,1002430,M,26-35,4,B,2,0
15902,1002434,M,26-35,4,C,2,0
15903,1002435,M,26-35,4,A,3,1
15907,1002436,M,26-35,7,B,2,0
15919,1002437,M,26-35,4,C,4,1
15922,1002438,M,36-45,1,A,2,0
15924,1002439,M,46-50,17,A,1,1
15929,1002440,M,51-55,17,C,1,1
15930,1002441,F,46-50,6,C,2,1
15932,1002442,M,36-45,17,C,2,0
15934,1002444,F,46-50,4,B,1,1
15938,1002445,M,26-35,0,A,1,1
15941,1002446,M,18-25,7,B,0,0
15957,1002447,M,26-35,14,C,1,1
15958,1002449,M,55+,13,A,1,1
15959,1002451,M,46-50,12,C,1,1
15970,1002452,M,46-50,7,B,0,0
15972,1002453,M,26-35,7,B,0,0
16004,1002454,M,18-25,0,B,1,0
16014,1002455,M,36-45,7,A,1,0
16021,1002456,M,26-35,5,A,1,0
16034,1002457,M,26-35,0,B,0,1
16060,1002458,M,26-35,7,C,3,1
16072,1002459,M,51-55,7,A,1,1
16079,1002460,F,51-55,1,C,1,1
16080,1002461,M,18-25,4,B,1,0
16085,1002462,M,36-45,1,B,1,0
16097,1002463,M,26-35,7,C,0,0
16098,1002464,F,18-25,4,C,4,0
16099,1002465,M,51-55,6,C,0,1
16112,1002466,M,26-35,15,B,4,0
16118,1002467,M,0-17,10,C,0,0
16119,1002468,M,51-55,1,A,4,0
16125,1002469,M,26-35,4,B,4,0
16126,1002472,M,26-35,18,A,1,1
16138,1002473,M,26-35,12,A,1,0
16139,1002474,M,26-35,12,C,2,0
16143,1002475,F,26-35,18,A,2,0
16144,1002476,M,51-55,12,C,1,1
16146,1002477,M,46-50,0,B,1,1
16149,1002478,M,51-55,1,A,0,0
16158,1002479,F,26-35,1,C,2,0
16161,1002480,F,18-25,20,C,3,1
16165,1002481,M,36-45,14,C,1,0
16171,1002482,F,51-55,3,C,1,1
16172,1002483,M,55+,13,C,3,1
16177,1002484,M,46-50,5,B,0,0
16201,1002485,M,36-45,14,C,3,1
16213,1002486,M,18-25,12,A,1,0
16218,1002489,F,36-45,9,B,1,0
16234,1002490,M,26-35,12,B,3,1
16235,1002491,M,36-45,7,C,0,0
16242,1002492,F,46-50,2,C,4,1
16247,1002493,M,46-50,2,B,1,1
16252,1002494,M,18-25,4,C,1,0
16254,1002496,M,51-55,1,B,1,0
16271,1002497,F,51-55,14,A,3,1
16274,1002498,M,55+,18,C,1,1
16279,1002499,M,51-55,0,C,0,1
16283,1002500,M,55+,1,B,1,0
16286,1002501,M,26-35,15,B,2,0
16288,1002502,M,55+,13,B,4,1
16290,1002503,M,36-45,17,C,3,1
16296,1002504,M,26-35,7,A,2,1
16303,1002505,M,26-35,7,A,3,1
16304,1002506,F,26-35,14,A,4,0
16311,1002507,M,26-35,4,A,0,1
16339,1002508,F,36-45,3,C,4,1
16344,1002509,M,26-35,5,C,1,1
16346,1002510,M,26-35,7,C,0,0
16347,1002511,M,26-35,7,C,2,0
16348,1002512,F,46-50,14,C,1,1
16351,1002513,M,55+,1,A,1,1
16353,1002514,M,55+,14,A,1,1
16354,1002516,F,46-50,6,C,1,1
16356,1002517,F,36-45,9,C,1,0
16357,1002518,M,26-35,7,C,4,0
16358,1002519,F,46-50,2,B,0,0
16360,1002520,F,55+,2,C,3,1
16362,1002521,M,36-45,17,B,1,0
16367,1002522,M,18-25,11,A,1,0
16369,1002523,M,26-35,17,B,0,0
16372,1002525,F,36-45,1,A,0,0
16374,1002526,M,55+,13,B,4,1
16382,1002528,M,55+,0,A,1,0
16385,1002529,F,36-45,9,A,3,0
16429,1002530,M,18-25,0,B,1,0
16430,1002532,F,55+,13,C,0,0
16433,1002533,F,26-35,3,B,1,0
16436,1002535,F,55+,2,C,2,1
16439,1002536,M,55+,13,B,4,1
16440,1002537,M,36-45,11,B,0,0
16466,1002538,M,55+,13,B,3,0
16468,1002539,M,36-45,7,C,3,1
16471,1002540,F,46-50,6,B,3,1
16485,1002541,F,36-45,5,B,1,1
16497,1002544,M,46-50,1,B,1,0
16528,1002546,F,55+,13,C,4,0
16532,1002547,F,36-45,0,C,0,1
16535,1002548,F,36-45,6,C,2,0
16537,1002550,M,51-55,7,C,2,1
16542,1002551,M,26-35,12,A,1,1
16546,1002552,F,26-35,9,C,2,1
16548,1002554,M,26-35,1,B,1,1
16550,1002555,M,55+,7,C,2,0
16554,1002556,M,26-35,4,C,2,0
16556,1002557,F,18-25,19,C,3,0
16557,1002558,M,55+,17,C,3,1
16558,1002559,M,18-25,10,C,2,0
16565,1002560,F,46-50,6,C,1,1
16566,1002561,M,26-35,15,A,2,1
16571,1002564,F,36-45,20,C,2,1
16572,1002565,M,36-45,5,C,3,0
16582,1002566,M,36-45,17,B,3,0
16594,1002567,M,26-35,0,C,1,0
16608,1002568,M,26-35,17,C,1,0
16610,1002569,M,46-50,0,C,0,1
16613,1002570,F,55+,14,C,0,1
16614,1002571,M,36-45,17,C,4,0
16619,1002572,M,36-45,14,C,1,0
16625,1002573,M,46-50,16,C,0,1
16627,1002574,M,51-55,6,B,1,1
16629,1002575,M,36-45,7,C,4,0
16635,1002576,M,18-25,17,B,0,0
16644,1002577,M,26-35,7,C,2,0
16646,1002578,M,51-55,7,A,1,1
16648,1002579,M,36-45,15,C,4,0
16652,1002580,F,46-50,1,C,2,1
16654,1002581,M,26-35,11,A,1,0
16666,1002583,M,36-45,7,C,4,0
16679,1002585,M,46-50,15,C,1,1
16686,1002586,M,26-35,20,C,1,1
16687,1002587,M,36-45,7,C,1,0
16688,1002588,F,55+,13,C,1,1
16691,1002589,M,26-35,0,C,3,0
16701,1002590,M,18-25,4,A,0,0
16712,1002592,M,51-55,7,B,1,1
16727,1002593,M,55+,16,C,2,0
16736,1002594,M,36-45,7,C,0,0
16741,1002595,M,18-25,4,B,1,0
16745,1002596,M,51-55,7,C,2,1
16746,1002597,F,51-55,0,A,3,1
16749,1002599,M,26-35,12,B,2,0
16760,1002600,M,26-35,14,C,1,1
16762,1002602,M,46-50,12,B,1,0
16763,1002603,M,26-35,17,C,1,0
16765,1002604,M,26-35,0,B,1,1
16771,1002605,M,36-45,7,C,0,1
16779,1002606,M,51-55,7,C,3,1
16782,1002607,F,55+,0,C,0,0
16784,1002608,F,26-35,1,A,2,0
16789,1002610,M,46-50,7,C,2,0
16790,1002611,M,26-35,3,B,4,0
16820,1002613,M,36-45,1,A,3,0
16821,1002614,M,26-35,7,C,1,0
16822,1002617,F,46-50,15,C,1,0
16826,1002620,M,18-25,4,C,4,0
16829,1002621,M,18-25,0,C,1,0
16843,1002622,F,36-45,6,B,2,1
16845,1002624,F,36-45,0,A,1,1
16856,1002625,M,36-45,7,C,3,0
16859,1002627,M,26-35,1,B,2,1
16869,1002628,F,26-35,2,B,0,0
16873,1002629,M,26-35,11,C,0,1
16881,1002630,F,18-25,5,B,4,0
16883,1002631,F,51-55,1,B,2,1
16886,1002632,M,55+,0,C,1,0
16889,1002634,M,55+,1,A,3,1
16896,1002636,M,18-25,12,C,4,1
16898,1002637,F,36-45,20,B,1,0
16900,1002638,M,26-35,14,B,2,0
16917,1002639,F,26-35,6,C,3,0
16919,1002641,M,26-35,6,C,1,1
16932,1002642,M,26-35,0,C,0,0
16934,1002643,M,46-50,17,B,1,1
16952,1002644,M,18-25,15,C,3,0
16953,1002645,M,26-35,7,A,1,0
16966,1002646,M,46-50,17,C,1,1
16967,1002647,F,36-45,11,C,1,1
16968,1002648,M,26-35,17,B,2,0
16971,1002649,M,26-35,16,C,2,0
16975,1002650,M,46-50,7,C,1,0
16976,1002651,M,55+,14,C,3,1
16986,1002653,M,26-35,7,A,0,0
16989,1002654,F,36-45,9,C,0,1
16994,1002655,M,36-45,7,C,1,0
16997,1002656,M,55+,13,C,2,1
17004,1002657,F,0-17,10,C,1,0
17005,1002659,M,36-45,14,B,4,1
17010,1002660,M,55+,17,C,0,0
17011,1002661,M,55+,13,C,1,0
17016,1002663,F,26-35,4,B,2,0
17022,1002664,M,36-45,7,B,1,0
17041,1002665,M,36-45,11,B,1,0
17079,1002666,M,46-50,16,C,1,0
17081,1002668,F,26-35,4,A,3,1
17088,1002669,M,46-50,0,C,1,0
17092,1002670,M,36-45,6,B,1,0
17102,1002671,F,36-45,12,C,4,0
17104,1002672,M,36-45,7,C,1,1
17107,1002673,M,36-45,7,C,0,0
17111,1002674,M,26-35,4,A,1,0
17115,1002675,M,36-45,18,C,3,1
17120,1002676,M,55+,20,B,1,1
17130,1002678,M,26-35,6,C,1,1
17132,1002679,F,18-25,4,A,2,0
17147,1002680,M,26-35,12,C,1,1
17155,1002681,F,26-35,4,B,1,0
17163,1002682,M,18-25,4,C,3,1
17166,1002683,M,36-45,7,C,1,1
17169,1002684,F,18-25,0,C,3,1
17180,1002685,M,46-50,7,C,2,1
17187,1002686,M,26-35,0,C,1,0
17189,1002687,M,0-17,10,C,0,0
17190,1002688,M,26-35,17,C,2,0
17193,1002689,M,26-35,12,B,0,0
17197,1002691,M,18-25,4,B,2,0
17200,1002692,F,18-25,4,C,0,0
17205,1002693,M,55+,13,C,1,0
17209,1002694,M,18-25,4,B,3,1
17211,1002695,M,36-45,11,C,4,0
17214,1002696,M,26-35,7,C,1,1
17215,1002697,F,51-55,17,C,3,0
17217,1002699,F,55+,13,C,0,1
17221,1002700,M,26-35,7,C,2,1
17230,1002701,M,46-50,1,A,3,1
17233,1002703,M,36-45,11,C,4,1
17237,1002704,M,55+,13,C,1,1
17240,1002705,M,26-35,1,B,3,1
17241,1002706,F,26-35,1,B,4,0
17243,1002707,M,55+,13,A,1,1
17246,1002710,M,36-45,17,B,3,0
17247,1002711,F,26-35,4,C,0,0
17249,1002712,F,18-25,19,C,0,0
17256,1002713,M,26-35,7,C,3,1
17257,1002714,M,18-25,4,B,4,0
17258,1002715,F,51-55,4,C,0,0
17265,1002717,M,26-35,4,C,4,0
17266,1002718,F,26-35,4,C,4,1
17272,1002719,M,26-35,12,C,3,0
17279,1002720,M,36-45,0,C,1,0
17280,1002724,F,46-50,2,A,3,1
17285,1002725,M,36-45,7,C,1,1
17286,1002726,M,46-50,11,C,1,1
17291,1002727,M,26-35,11,C,0,0
17294,1002728,M,36-45,12,C,1,0
17297,1002729,M,51-55,7,C,0,1
17301,1002730,M,36-45,11,C,1,1
17308,1002731,M,36-45,7,C,1,0
17318,1002732,M,46-50,17,C,2,1
17319,1002733,M,46-50,17,B,1,1
17320,1002734,F,18-25,4,C,1,0
17328,1002735,M,26-35,7,A,1,0
17331,1002736,M,46-50,12,C,4,0
17332,1002737,M,26-35,3,B,3,0
17346,1002738,F,51-55,2,B,1,1
17352,1002740,M,46-50,17,B,1,1
17357,1002741,M,26-35,14,A,1,0
17358,1002742,M,26-35,17,C,3,0
17366,1002743,M,26-35,14,B,2,0
17377,1002744,M,18-25,17,C,1,1
17384,1002745,F,36-45,1,C,1,0
17390,1002747,F,18-25,4,B,2,0
17396,1002748,M,26-35,4,B,1,0
17408,1002749,M,26-35,12,A,3,0
17409,1002750,F,26-35,15,B,1,0
17421,1002751,F,26-35,16,C,3,1
17426,1002752,M,26-35,15,A,2,0
17445,1002753,F,51-55,20,B,1,1
17473,1002754,M,51-55,12,A,1,0
17476,1002755,M,36-45,7,C,3,0
17478,1002756,M,18-25,4,C,2,0
17487,1002757,M,26-35,2,A,1,0
17493,1002760,M,55+,0,C,1,0
17501,1002761,M,36-45,6,B,0,0
17511,1002762,M,51-55,16,C,2,1
17512,1002763,F,18-25,4,A,2,0
17513,1002764,M,26-35,7,B,1,0
17523,1002765,M,51-55,7,C,1,1
17532,1002766,M,46-50,7,C,1,1
17535,1002767,M,26-35,0,B,0,0
17536,1002768,M,26-35,17,A,1,0
17540,1002769,M,26-35,7,C,0,0
17550,1002770,M,36-45,1,C,4,0
17551,1002771,M,18-25,1,A,4,0
17560,1002772,M,36-45,17,A,3,1
17566,1002773,M,36-45,2,C,0,0
17570,1002774,M,26-35,1,A,1,0
17580,1002775,F,18-25,4,C,1,1
17581,1002776,M,26-35,14,C,4,0
17594,1002777,M,18-25,4,B,2,0
17633,1002778,M,55+,13,B,3,0
17636,1002779,M,36-45,7,B,1,0
17646,1002780,M,26-35,17,A,1,0
17649,1002781,M,36-45,4,C,2,1
17665,1002782,F,18-25,4,C,4,0
17666,1002783,M,46-50,17,C,0,1
17667,1002784,M,51-55,20,C,2,1
17680,1002785,M,55+,13,C,1,1
17684,1002786,M,26-35,4,A,2,0
17696,1002787,M,26-35,4,A,4,0
17700,1002788,M,55+,1,B,0,1
17705,1002789,M,18-25,4,B,2,1
17709,1002790,M,26-35,20,A,3,0
17714,1002792,M,18-25,4,C,1,0
17721,1002793,M,36-45,7,B,3,0
17751,1002794,M,26-35,2,B,1,1
17756,1002795,M,51-55,13,C,4,1
17761,1002796,M,26-35,14,B,3,0
17783,1002797,F,26-35,7,A,3,0
17786,1002798,M,36-45,20,B,1,0
17790,1002799,M,18-25,0,C,2,0
17791,1002800,F,18-25,4,C,1,0
17798,1002801,F,26-35,3,A,1,1
17800,1002802,M,36-45,20,B,2,0
17804,1002803,M,26-35,7,B,3,0
17812,1002804,F,36-45,0,C,2,0
17817,1002806,M,0-17,10,B,4,0
17820,1002807,F,36-45,11,B,2,1
17835,1002808,M,55+,16,A,3,0
17841,1002809,M,26-35,7,A,4,0
17846,1002810,F,0-17,10,B,2,0
17859,1002811,M,26-35,19,B,1,0
17865,1002812,M,26-35,17,B,3,0
17869,1002813,M,26-35,20,A,1,0
17871,1002814,M,36-45,7,B,1,0
17882,1002817,M,36-45,12,C,3,1
17888,1002818,M,26-35,12,B,2,0
17899,1002819,M,46-50,14,C,1,1
17900,1002820,F,36-45,0,A,2,0
17932,1002822,M,51-55,7,B,2,1
17938,1002823,M,26-35,4,C,1,0
17941,1002824,M,18-25,4,C,3,0
17947,1002825,F,26-35,20,B,1,1
17957,1002826,M,36-45,12,A,4,1
17962,1002828,M,18-25,4,C,2,0
17963,1002830,M,36-45,7,B,0,0
17967,1002831,M,26-35,0,C,4,0
17968,1002832,M,26-35,17,B,4,0
17972,1002833,M,26-35,15,C,2,0
17978,1002834,M,36-45,1,C,1,1
17979,1002835,M,36-45,20,B,2,0
17980,1002837,M,18-25,0,B,1,0
17992,1002838,M,18-25,1,C,1,0
17995,1002839,M,26-35,17,B,1,0
17996,1002840,M,26-35,0,A,1,1
18013,1002841,M,51-55,12,B,1,1
18032,1002842,M,36-45,17,C,4,0
18033,1002844,M,26-35,20,C,3,1
18041,1002845,M,26-35,4,C,2,0
18044,1002846,F,18-25,4,C,4,0
18047,1002847,M,18-25,4,A,3,0
18067,1002848,M,26-35,0,C,1,1
18079,1002849,M,46-50,11,A,3,0
18082,1002852,M,26-35,12,C,1,0
18089,1002853,M,0-17,1,C,2,0
18092,1002854,F,18-25,4,B,1,0
18104,1002855,M,26-35,4,B,4,0
18106,1002856,M,36-45,11,A,2,0
18111,1002857,M,26-35,0,B,2,0
18133,1002858,F,0-17,10,B,2,0
18136,1002859,M,18-25,1,C,0,0
18143,1002860,M,36-45,17,A,2,0
18158,1002861,M,26-35,15,C,1,0
18160,1002862,M,46-50,7,C,3,1
18161,1002863,F,26-35,2,B,1,0
18163,1002864,F,36-45,3,C,1,0
18165,1002865,F,26-35,6,C,1,1
18167,1002866,M,26-35,7,C,2,0
18173,1002868,M,36-45,12,B,3,0
18180,1002869,M,51-55,17,C,0,1
18182,1002870,M,51-55,18,B,0,1
18190,1002872,M,26-35,20,B,1,0
18200,1002873,F,18-25,4,B,1,0
18210,1002874,F,36-45,20,B,1,0
18216,1002876,M,26-35,17,C,1,1
18225,1002877,M,36-45,1,C,1,0
18230,1002878,F,51-55,20,A,2,1
18254,1002879,M,18-25,4,C,1,0
18256,1002880,M,18-25,12,A,3,0
18266,1002881,F,26-35,12,C,1,1
18269,1002882,M,18-25,20,A,4,0
18273,1002883,M,18-25,20,B,3,0
18281,1002884,F,51-55,3,C,1,1
18282,1002885,F,18-25,1,A,2,0
18289,1002886,M,18-25,4,B,3,0
18294,1002887,M,26-35,3,B,3,1
18315,1002888,M,26-35,14,B,2,1
18323,1002889,M,36-45,3,A,1,1
18335,1002890,M,36-45,7,B,2,1
18339,1002891,F,18-25,4,A,1,0
18340,1002892,M,26-35,4,C,3,0
18345,1002894,M,18-25,4,B,4,0
18349,1002895,M,26-35,11,B,4,0
18371,1002896,M,18-25,14,B,0,0
18386,1002897,M,26-35,5,B,0,1
18392,1002899,M,36-45,14,A,3,1
18403,1002900,M,18-25,12,C,2,1
18410,1002901,M,26-35,17,B,2,0
18419,1002903,M,26-35,16,B,2,0
18424,1002904,M,26-35,4,C,3,0
18426,1002905,M,36-45,17,B,1,0
18431,1002906,M,36-45,19,A,0,0
18433,1002907,F,36-45,5,A,4,0
18467,1002908,M,18-25,2,C,3,0
18468,1002909,M,26-35,7,A,1,0
18524,1002910,M,0-17,19,C,0,0
18529,1002911,F,26-35,4,A,3,0
18534,1002913,F,36-45,20,B,3,1
18548,1002914,M,26-35,4,B,0,1
18550,1002915,M,26-35,7,C,3,0
18552,1002916,M,46-50,2,C,3,0
18563,1002917,M,26-35,0,A,2,1
18572,1002918,M,26-35,12,B,2,0
18586,1002919,M,18-25,17,C,2,0
18594,1002920,M,26-35,2,A,1,1
18596,1002921,M,51-55,1,C,2,0
18599,1002922,M,26-35,17,B,2,1
18602,1002926,F,18-25,2,B,1,0
18612,1002927,M,26-35,12,A,2,1
18614,1002928,M,26-35,2,B,1,1
18638,1002929,M,18-25,2,A,4,0
18656,1002930,M,51-55,17,C,1,1
18657,1002931,M,18-25,4,B,2,0
18670,1002933,M,36-45,11,C,4,0
18676,1002934,F,36-45,20,B,3,0
18695,1002935,M,26-35,0,B,2,1
18704,1002937,F,18-25,4,A,4,0
18707,1002938,F,26-35,0,B,1,0
18709,1002939,F,26-35,15,B,1,0
18717,1002941,M,36-45,12,B,1,1
18731,1002942,F,51-55,1,C,1,1
18737,1002943,M,36-45,12,C,1,0
18745,1002945,F,36-45,17,C,4,1
18746,1002946,M,36-45,16,A,0,1
18766,1002947,F,26-35,0,A,1,1
18770,1002948,M,18-25,14,B,1,0
18771,1002949,M,26-35,17,B,2,0
18772,1002950,M,18-25,0,C,4,0
18773,1002951,F,36-45,14,B,0,1
18776,1002952,M,26-35,4,B,1,0
18786,1002953,M,26-35,20,C,1,1
18790,1002954,M,18-25,2,C,2,0
18791,1002955,M,36-45,14,C,3,0
18796,1002956,M,26-35,12,B,1,0
18797,1002957,M,18-25,4,A,1,0
18798,1002958,M,26-35,7,C,0,0
18800,1002959,M,36-45,17,B,0,0
18801,1002960,M,18-25,4,A,0,0
18803,1002961,M,51-55,17,C,4,1
18805,1002962,M,36-45,3,A,2,0
18829,1002963,F,18-25,4,A,3,1
18832,1002966,F,26-35,4,A,2,0
18842,1002967,M,26-35,0,A,1,0
18868,1002968,F,18-25,0,A,2,0
18873,1002969,M,26-35,7,C,4,1
18877,1002970,M,18-25,4,A,1,0
18879,1002971,M,26-35,4,A,4,0
18880,1002972,M,26-35,4,A,3,1
18885,1002973,F,18-25,4,B,1,0
18886,1002974,M,18-25,4,A,0,0
18892,1002975,M,36-45,11,C,1,1
18898,1002977,F,18-25,4,A,1,0
18900,1002978,M,36-45,20,C,1,0
18908,1002980,M,46-50,7,C,4,1
18913,1002981,M,46-50,6,C,4,1
18915,1002982,M,26-35,4,C,0,0
18916,1002983,M,18-25,4,C,1,0
18923,1002984,M,26-35,4,A,2,1
18924,1002985,M,18-25,4,A,2,1
18929,1002986,M,26-35,4,A,2,1
18954,1002987,M,18-25,4,B,4,0
18956,1002988,F,18-25,6,A,1,0
18960,1002989,M,36-45,12,A,1,1
18962,1002990,M,36-45,12,B,1,1
18971,1002991,M,51-55,1,A,1,1
18972,1002992,M,18-25,4,C,0,0
18973,1002993,M,18-25,19,C,1,1
18974,1002994,M,36-45,5,A,1,1
18992,1002995,M,26-35,15,A,4,0
19011,1002996,M,18-25,0,B,1,0
19033,1002997,F,36-45,16,C,2,0
19034,1002998,F,26-35,1,C,0,1
19035,1002999,M,26-35,7,C,2,0
19039,1003000,M,26-35,4,A,1,0
19040,1003001,M,18-25,4,B,1,0
19051,1003002,M,46-50,11,B,0,0
19053,1003003,M,18-25,15,B,3,0
19055,1003004,F,18-25,4,A,1,0
19064,1003005,M,26-35,17,A,1,0
19069,1003006,M,18-25,4,B,4,1
19070,1003007,M,36-45,0,C,1,1
19079,1003008,M,18-25,4,B,1,1
19080,1003010,M,26-35,12,A,0,0
19089,1003011,M,26-35,1,B,1,0
19091,1003012,M,26-35,12,C,1,1
19103,1003013,M,46-50,17,B,2,1
19117,1003014,M,36-45,7,B,4,1
19125,1003015,M,55+,6,C,0,1
19126,1003017,F,36-45,9,B,1,0
19139,1003018,M,36-45,0,B,0,0
19165,1003019,M,51-55,12,A,0,1
19167,1003020,F,36-45,7,B,0,0
19178,1003022,M,26-35,17,C,3,0
19180,1003023,F,26-35,7,C,4,1
19181,1003024,M,36-45,17,A,4,0
19190,1003025,F,36-45,0,C,1,0
19197,1003026,F,18-25,4,B,1,0
19208,1003027,M,18-25,4,B,1,0
19210,1003028,M,0-17,10,C,3,0
19215,1003029,M,18-25,4,A,4,0
19248,1003030,M,36-45,1,A,4,0
19249,1003031,M,18-25,4,A,3,0
19271,1003032,M,26-35,0,A,1,1
19304,1003033,M,18-25,4,C,3,0
19306,1003034,F,18-25,1,C,1,0
19309,1003035,F,26-35,7,C,2,1
19312,1003036,M,55+,13,C,1,0
19317,1003037,F,26-35,2,A,2,0
19318,1003038,F,36-45,2,A,1,1
